sales_id,order_id,date_id,customer_id,product_id,location_id,ship_mode,sales,quantity,discount,profit
51,CA-2015-115742,20150418,DP-13000,OFF-LA-10002762,LOC00023,Standard Class,75.18,6,0.0,35.3346
52,CA-2015-115742,20150418,DP-13000,FUR-FU-10001706,LOC00023,Standard Class,6.16,2,0.0,2.9568
53,CA-2015-115742,20150418,DP-13000,FUR-CH-10003061,LOC00023,Standard Class,89.99,1,0.0,17.0981
54,CA-2016-105816,20161211,JM-15265,OFF-FA-10000304,LOC00024,Standard Class,15.26,7,0.0,6.2566
55,CA-2016-105816,20161211,JM-15265,TEC-PH-10002447,LOC00024,Standard Class,1029.95,5,0.0,298.6855
56,CA-2016-111682,20160617,TB-21055,OFF-ST-10000604,LOC00025,First Class,208.56,6,0.0,52.14
57,CA-2016-111682,20160617,TB-21055,OFF-PA-10001569,LOC00025,First Class,32.4,5,0.0,15.552
58,CA-2016-111682,20160617,TB-21055,FUR-CH-10003968,LOC00025,First Class,319.41,5,0.1,7.098
59,CA-2016-111682,20160617,TB-21055,OFF-PA-10000587,LOC00025,First Class,14.56,2,0.0,6.9888
60,CA-2016-111682,20160617,TB-21055,TEC-AC-10002167,LOC00025,First Class,30.0,2,0.0,3.3
61,CA-2016-111682,20160617,TB-21055,OFF-BI-10001460,LOC00025,First Class,48.48,4,0.2,16.362
62,CA-2016-111682,20160617,TB-21055,OFF-AR-10001868,LOC00025,First Class,1.68,1,0.0,0.84
63,CA-2015-135545,20151124,KM-16720,TEC-AC-10004633,LOC00026,Standard Class,13.98,2,0.0,6.1512
64,CA-2015-135545,20151124,KM-16720,OFF-BI-10001078,LOC00026,Standard Class,25.824,6,0.2,9.3612
65,CA-2015-135545,20151124,KM-16720,OFF-PA-10003892,LOC00026,Standard Class,146.73,3,0.0,68.9631
66,CA-2015-135545,20151124,KM-16720,FUR-FU-10000397,LOC00026,Standard Class,79.76,4,0.0,22.3328
67,US-2015-164175,20150430,PS-18970,FUR-CH-10001146,LOC00027,Standard Class,213.115,5,0.3,-15.2225
68,CA-2014-106376,20141205,BS-11590,OFF-AR-10002671,LOC00028,Standard Class,1113.024,8,0.2,111.3024
69,CA-2014-106376,20141205,BS-11590,TEC-PH-10002726,LOC00028,Standard Class,167.968,4,0.2,62.988
70,CA-2016-119823,20160604,KD-16270,OFF-PA-10000482,LOC00029,First Class,75.88,2,0.0,35.6636
71,CA-2016-106075,20160918,HM-14980,OFF-BI-10004654,LOC00030,Standard Class,4.616,1,0.2,1.731
72,CA-2017-114440,20170914,TB-21520,OFF-PA-10004675,LOC00031,Second Class,19.05,3,0.0,8.763
73,US-2015-134026,20150426,JE-15745,FUR-CH-10000513,LOC00032,Standard Class,831.936,8,0.2,-114.3912
74,US-2015-134026,20150426,JE-15745,FUR-FU-10003708,LOC00032,Standard Class,97.04,2,0.2,1.213
75,US-2015-134026,20150426,JE-15745,OFF-ST-10004123,LOC00032,Standard Class,72.784,1,0.2,-18.196
76,US-2017-118038,20171209,KB-16600,OFF-BI-10004182,LOC00017,First Class,1.248,3,0.8,-1.9344
77,US-2017-118038,20171209,KB-16600,FUR-FU-10000260,LOC00017,First Class,9.708,3,0.6,-5.8248
78,US-2017-118038,20171209,KB-16600,OFF-ST-10000615,LOC00017,First Class,27.24,3,0.2,2.724
79,US-2014-147606,20141126,JE-15745,FUR-FU-10003194,LOC00033,Second Class,19.3,5,0.6,-14.475
80,CA-2016-127208,20160612,SC-20770,OFF-AP-10002118,LOC00034,First Class,208.16,1,0.0,56.2032
81,CA-2016-127208,20160612,SC-20770,OFF-BI-10002309,LOC00034,First Class,16.74,3,0.0,8.0352
82,CA-2014-139451,20141012,DN-13690,OFF-AR-10002053,LOC00035,Standard Class,14.9,5,0.0,4.172
83,CA-2014-139451,20141012,DN-13690,OFF-ST-10002370,LOC00035,Standard Class,21.39,1,0.0,6.2031
84,CA-2015-149734,20150903,JC-16105,OFF-EN-10000927,LOC00036,Standard Class,200.984,7,0.2,62.8075
85,US-2017-119662,20171113,CS-12400,OFF-ST-10003656,LOC00037,First Class,230.376,3,0.2,-48.9549
86,CA-2017-140088,20170528,PO-18865,FUR-CH-10000863,LOC00038,Second Class,301.96,2,0.0,33.2156
87,CA-2017-155558,20171026,PG-18895,TEC-AC-10001998,LOC00039,Standard Class,19.99,1,0.0,6.7966
88,CA-2017-155558,20171026,PG-18895,OFF-LA-10000134,LOC00039,Standard Class,6.16,2,0.0,2.9568
89,CA-2016-159695,20160405,GM-14455,OFF-ST-10003442,LOC00015,Second Class,158.368,7,0.2,13.8572
90,CA-2016-109806,20160917,JS-15685,OFF-AR-10004930,LOC00002,Standard Class,20.1,3,0.0,6.633
91,CA-2016-109806,20160917,JS-15685,TEC-PH-10004093,LOC00002,Standard Class,73.584,2,0.2,8.2782
92,CA-2016-109806,20160917,JS-15685,OFF-PA-10000304,LOC00002,Standard Class,6.48,1,0.0,3.1104
93,CA-2015-149587,20150131,KB-16315,OFF-PA-10003177,LOC00040,Second Class,12.96,2,0.0,6.2208
94,CA-2015-149587,20150131,KB-16315,FUR-FU-10003799,LOC00040,Second Class,53.34,3,0.0,16.5354
95,CA-2015-149587,20150131,KB-16315,OFF-BI-10002852,LOC00040,Second Class,32.96,2,0.0,16.1504
96,US-2017-109484,20171106,RB-19705,OFF-BI-10004738,LOC00041,Standard Class,5.682,1,0.7,-3.788
97,CA-2017-161018,20171109,PN-18775,FUR-FU-10000629,LOC00030,Second Class,96.53,7,0.0,40.5426
98,CA-2017-157833,20170617,KD-16345,OFF-BI-10001721,LOC00035,First Class,51.312,3,0.2,17.9592
99,CA-2016-149223,20160906,ER-13855,OFF-AP-10000358,LOC00042,Standard Class,77.88,6,0.0,22.5852
100,CA-2016-158568,20160829,RB-19465,OFF-PA-10003256,LOC00027,Standard Class,64.624,7,0.2,22.6184
101,CA-2016-158568,20160829,RB-19465,TEC-AC-10001767,LOC00027,Standard Class,95.976,3,0.2,-10.7973
102,CA-2016-158568,20160829,RB-19465,OFF-BI-10002609,LOC00027,Standard Class,1.788,3,0.8,-3.0396
103,CA-2016-129903,20161201,GZ-14470,OFF-PA-10004040,LOC00039,Second Class,23.92,4,0.0,11.7208
104,US-2015-156867,20151113,LC-16870,TEC-AC-10001552,LOC00043,Standard Class,238.896,6,0.2,-26.8758
105,US-2015-156867,20151113,LC-16870,FUR-FU-10004006,LOC00043,Standard Class,102.36,3,0.2,-3.8385
106,US-2015-156867,20151113,LC-16870,OFF-BI-10002794,LOC00043,Standard Class,36.882,3,0.7,-25.8174
107,CA-2017-119004,20171123,JM-15250,TEC-AC-10003499,LOC00044,Standard Class,74.112,8,0.2,17.6016
108,CA-2017-119004,20171123,JM-15250,TEC-PH-10002844,LOC00044,Standard Class,27.992,1,0.2,2.0994
109,CA-2017-119004,20171123,JM-15250,OFF-AR-10000390,LOC00044,Standard Class,3.304,1,0.2,1.0738
110,CA-2015-129476,20151015,PA-19060,TEC-AC-10000844,LOC00045,Standard Class,339.96,5,0.2,67.992
111,CA-2017-146780,20171225,CV-12805,FUR-FU-10001934,LOC00046,Standard Class,41.96,2,0.0,10.9096
112,CA-2016-128867,20161103,CL-12565,OFF-AR-10000380,LOC00047,Standard Class,75.96,2,0.0,22.788
113,CA-2016-128867,20161103,CL-12565,OFF-BI-10003981,LOC00047,Standard Class,27.24,6,0.0,13.3476
114,CA-2014-115259,20140825,RC-19960,OFF-FA-10000621,LOC00048,Second Class,40.096,14,0.2,14.5348
115,CA-2014-115259,20140825,RC-19960,OFF-EN-10002600,LOC00048,Second Class,4.72,2,0.2,1.652
116,CA-2014-115259,20140825,RC-19960,OFF-PA-10004965,LOC00048,Second Class,23.976,3,0.2,7.4925
117,CA-2014-115259,20140825,RC-19960,OFF-EN-10002504,LOC00048,Second Class,130.464,6,0.2,44.0316
118,CA-2015-110457,20150302,DK-13090,FUR-TA-10001768,LOC00006,Standard Class,787.53,3,0.0,165.3813
119,US-2015-136476,20150405,GG-14650,OFF-BI-10003650,LOC00049,Standard Class,157.794,1,0.7,-115.7156
120,CA-2016-103730,20160612,SC-20725,FUR-FU-10002157,LOC00050,First Class,47.04,3,0.0,18.3456
121,CA-2016-103730,20160612,SC-20725,OFF-BI-10003910,LOC00050,First Class,30.84,4,0.0,13.878
122,CA-2016-103730,20160612,SC-20725,OFF-ST-10000777,LOC00050,First Class,226.56,6,0.0,63.4368
123,CA-2016-103730,20160612,SC-20725,OFF-EN-10002500,LOC00050,First Class,115.02,9,0.0,51.759
124,CA-2016-103730,20160612,SC-20725,TEC-PH-10003875,LOC00050,First Class,68.04,7,0.0,19.7316
125,US-2014-152030,20141226,AD-10180,FUR-CH-10004063,LOC00017,Second Class,600.558,3,0.3,-8.5794
126,US-2014-134614,20140920,PF-19165,FUR-TA-10004534,LOC00051,Standard Class,617.7,6,0.5,-407.682
127,US-2017-107272,20171105,TS-21610,OFF-BI-10003274,LOC00052,Standard Class,2.388,2,0.7,-1.8308
128,US-2017-107272,20171105,TS-21610,OFF-ST-10002974,LOC00052,Standard Class,243.992,7,0.2,30.499
129,US-2016-125969,20161106,LS-16975,FUR-CH-10001146,LOC00026,Second Class,81.424,2,0.2,-9.1602
130,US-2016-125969,20161106,LS-16975,FUR-FU-10003773,LOC00026,Second Class,238.56,3,0.0,26.2416
131,US-2017-164147,20170202,DW-13585,TEC-PH-10002293,LOC00048,First Class,59.97,5,0.4,-11.994
132,US-2017-164147,20170202,DW-13585,OFF-PA-10002377,LOC00048,First Class,78.304,2,0.2,29.364
133,US-2017-164147,20170202,DW-13585,OFF-FA-10002780,LOC00048,First Class,21.456,9,0.2,6.9732
134,CA-2016-145583,20161013,LC-16885,OFF-PA-10001804,LOC00053,Standard Class,20.04,3,0.0,9.6192
135,CA-2016-145583,20161013,LC-16885,OFF-PA-10001736,LOC00053,Standard Class,35.44,1,0.0,16.6568
136,CA-2016-145583,20161013,LC-16885,OFF-AR-10001149,LOC00053,Standard Class,11.52,4,0.0,3.456
137,CA-2016-145583,20161013,LC-16885,OFF-FA-10002988,LOC00053,Standard Class,4.02,2,0.0,1.9698
138,CA-2016-145583,20161013,LC-16885,OFF-BI-10004781,LOC00053,Standard Class,76.176,3,0.2,26.6616
139,CA-2016-145583,20161013,LC-16885,OFF-SU-10001218,LOC00053,Standard Class,65.88,6,0.0,18.4464
140,CA-2016-145583,20161013,LC-16885,FUR-FU-10001706,LOC00053,Standard Class,43.12,14,0.0,20.6976
141,CA-2016-110366,20160905,JD-15895,FUR-FU-10004848,LOC00012,Second Class,82.8,2,0.2,10.35
142,CA-2017-106180,20170918,SH-19975,OFF-AR-10000940,LOC00035,Standard Class,8.82,3,0.0,2.3814
143,CA-2017-106180,20170918,SH-19975,OFF-EN-10004030,LOC00035,Standard Class,10.86,3,0.0,5.1042
144,CA-2017-106180,20170918,SH-19975,OFF-PA-10004327,LOC00035,Standard Class,143.7,3,0.0,68.976
145,CA-2017-155376,20171222,SG-20080,OFF-AP-10001058,LOC00054,Standard Class,839.43,3,0.0,218.2518
146,CA-2015-110744,20150907,HA-14920,OFF-ST-10003656,LOC00055,Standard Class,671.93,7,0.0,20.1579
147,CA-2014-110072,20141022,MG-17680,FUR-FU-10000521,LOC00056,Standard Class,93.888,4,0.2,12.9096
148,CA-2016-114489,20161205,JE-16165,TEC-PH-10000215,LOC00057,Standard Class,384.45,11,0.0,103.8015
149,CA-2016-114489,20161205,JE-16165,TEC-PH-10001448,LOC00057,Standard Class,149.97,3,0.0,5.9988
150,CA-2016-114489,20161205,JE-16165,FUR-CH-10000454,LOC00057,Standard Class,1951.84,8,0.0,585.552
151,CA-2016-114489,20161205,JE-16165,OFF-BI-10002735,LOC00057,Standard Class,171.55,5,0.0,80.6285
152,CA-2016-158834,20160313,TW-21025,OFF-AP-10000326,LOC00058,First Class,157.92,5,0.2,17.766
153,CA-2016-158834,20160313,TW-21025,TEC-PH-10001254,LOC00058,First Class,203.184,2,0.2,15.2388
154,CA-2015-124919,20150531,SP-20650,OFF-PA-10001950,LOC00059,First Class,58.38,7,0.0,26.271
155,CA-2015-124919,20150531,SP-20650,OFF-PA-10002254,LOC00059,First Class,105.52,4,0.0,48.5392
156,CA-2015-124919,20150531,SP-20650,OFF-ST-10001590,LOC00059,First Class,80.88,6,0.0,21.0288
157,CA-2015-118948,20150528,NK-18490,OFF-AR-10001547,LOC00060,Standard Class,6.63,3,0.0,1.7901
158,CA-2014-104269,20140301,DB-13060,FUR-CH-10004063,LOC00061,Second Class,457.568,2,0.2,51.4764
159,CA-2016-114104,20161120,NP-18670,OFF-LA-10002475,LOC00062,Standard Class,14.62,2,0.0,6.8714
160,CA-2016-114104,20161120,NP-18670,TEC-PH-10004536,LOC00062,Standard Class,944.93,7,0.0,236.2325
161,CA-2016-162733,20160511,TT-21070,OFF-PA-10002751,LOC00063,First Class,5.98,1,0.0,2.691
162,CA-2015-119697,20151228,EM-13960,TEC-AC-10003657,LOC00064,Second Class,54.384,2,0.2,1.3596
163,CA-2016-154508,20161116,RD-19900,OFF-EN-10001990,LOC00065,Standard Class,28.4,5,0.0,13.348
164,CA-2016-113817,20161107,MJ-17740,OFF-BI-10004002,LOC00061,Standard Class,27.68,2,0.2,9.688
165,CA-2014-139892,20140908,BM-11140,OFF-AR-10004441,LOC00066,Standard Class,9.936,3,0.2,2.7324
166,CA-2014-139892,20140908,BM-11140,TEC-MA-10000822,LOC00066,Standard Class,8159.952,8,0.4,-1359.992
167,CA-2014-139892,20140908,BM-11140,OFF-ST-10000991,LOC00066,Standard Class,275.928,3,0.2,-58.6347
168,CA-2014-139892,20140908,BM-11140,FUR-CH-10004287,LOC00066,Standard Class,1740.06,9,0.3,-24.858
169,CA-2014-139892,20140908,BM-11140,OFF-AR-10002656,LOC00066,Standard Class,32.064,6,0.2,6.8136
170,CA-2014-139892,20140908,BM-11140,OFF-AP-10002518,LOC00066,Standard Class,177.98,5,0.8,-453.849
171,CA-2014-139892,20140908,BM-11140,TEC-PH-10003931,LOC00066,Standard Class,143.976,3,0.2,8.9985
172,CA-2014-118962,20140805,CS-12130,OFF-PA-10000659,LOC00026,Standard Class,20.94,3,0.0,9.8418
173,CA-2014-118962,20140805,CS-12130,OFF-PA-10001144,LOC00026,Standard Class,110.96,2,0.0,53.2608
174,CA-2014-118962,20140805,CS-12130,FUR-CH-10003817,LOC00026,Standard Class,340.144,7,0.2,21.259
175,US-2014-100853,20140914,JB-15400,OFF-AP-10000891,LOC00037,Standard Class,52.448,2,0.8,-131.12
176,US-2014-100853,20140914,JB-15400,OFF-LA-10003148,LOC00037,Standard Class,20.16,4,0.2,6.552
177,US-2017-152366,20170421,SJ-20500,OFF-AP-10002684,LOC00067,Second Class,97.264,4,0.8,-243.16
178,US-2015-101511,20151121,JE-15745,FUR-CH-10004698,LOC00056,Second Class,396.802,7,0.3,-11.3372
179,US-2015-101511,20151121,JE-15745,OFF-SU-10002189,LOC00056,Second Class,15.88,5,0.2,-3.7715
180,CA-2015-137225,20151215,JK-15640,OFF-AR-10001940,LOC00030,Standard Class,3.28,1,0.0,1.4104
181,CA-2014-166191,20141205,DK-13150,OFF-ST-10003455,LOC00068,Second Class,24.816,2,0.2,1.8612
182,CA-2014-166191,20141205,DK-13150,TEC-AC-10004659,LOC00068,Second Class,408.744,7,0.2,76.6395
183,CA-2014-158274,20141119,RM-19675,TEC-PH-10003273,LOC00069,Second Class,503.96,4,0.0,131.0296
184,CA-2014-158274,20141119,RM-19675,TEC-PH-10004896,LOC00069,Second Class,149.95,5,0.0,41.986
185,CA-2014-158274,20141119,RM-19675,TEC-AC-10002345,LOC00069,Second Class,29.0,2,0.0,7.25
186,CA-2016-105018,20161128,SK-19990,OFF-BI-10001890,LOC00070,Standard Class,7.16,2,0.0,3.4368
187,CA-2014-123260,20140826,FM-14290,TEC-AC-10002323,LOC00004,Standard Class,176.8,8,0.0,22.984
188,CA-2016-157000,20160716,AM-10360,OFF-ST-10001328,LOC00071,Standard Class,37.224,3,0.2,3.7224
189,CA-2016-157000,20160716,AM-10360,OFF-PA-10001950,LOC00071,Standard Class,20.016,3,0.2,6.255
190,CA-2015-102281,20151012,MP-17470,FUR-BO-10002613,LOC00046,First Class,899.136,4,0.2,112.392
191,CA-2015-102281,20151012,MP-17470,TEC-PH-10001552,LOC00046,First Class,71.76,6,0.0,20.0928
192,CA-2015-102281,20151012,MP-17470,OFF-PA-10000061,LOC00046,First Class,51.84,8,0.0,24.8832
193,CA-2015-102281,20151012,MP-17470,FUR-BO-10002545,LOC00046,First Class,626.352,3,0.2,46.9764
194,CA-2015-102281,20151012,MP-17470,OFF-AR-10003514,LOC00046,First Class,19.9,5,0.0,6.567
195,CA-2015-131457,20151031,MZ-17515,OFF-EN-10001509,LOC00072,Standard Class,14.28,7,0.0,6.7116
196,CA-2014-140004,20140321,CB-12025,OFF-AR-10004685,LOC00073,Standard Class,7.408,2,0.2,1.2038
197,CA-2014-140004,20140321,CB-12025,OFF-AR-10004027,LOC00073,Standard Class,6.048,3,0.2,1.5876
198,CA-2017-107720,20171106,VM-21685,OFF-ST-10001414,LOC00074,Standard Class,46.26,3,0.0,12.0276
199,US-2017-124303,20170706,FH-14365,OFF-BI-10000343,LOC00075,Standard Class,2.946,2,0.7,-2.2586
200,US-2017-124303,20170706,FH-14365,OFF-PA-10002749,LOC00075,Standard Class,16.056,3,0.2,5.8203
201,CA-2017-105074,20170624,MB-17305,OFF-PA-10002666,LOC00076,Standard Class,21.744,3,0.2,6.795
202,CA-2014-133690,20140803,BS-11755,FUR-TA-10004289,LOC00077,First Class,218.75,2,0.5,-161.875
203,CA-2014-133690,20140803,BS-11755,OFF-AP-10003622,LOC00077,First Class,2.6,1,0.2,0.2925
204,US-2017-116701,20171217,LC-17140,OFF-AP-10003217,LOC00078,Second Class,66.284,2,0.8,-178.9668
205,CA-2017-126382,20170603,HK-14890,FUR-FU-10002960,LOC00079,Standard Class,35.168,7,0.2,9.6712
206,CA-2017-108329,20171209,LE-16810,TEC-PH-10001918,LOC00080,Standard Class,444.768,4,0.2,44.4768
207,CA-2017-135860,20171201,JH-15985,OFF-ST-10000642,LOC00081,Standard Class,83.92,4,0.0,5.8744
208,CA-2017-135860,20171201,JH-15985,TEC-PH-10001700,LOC00081,Standard Class,131.98,2,0.0,35.6346
209,CA-2017-135860,20171201,JH-15985,OFF-BI-10003274,LOC00081,Standard Class,15.92,4,0.0,7.4824
210,CA-2017-135860,20171201,JH-15985,OFF-FA-10000134,LOC00081,Standard Class,52.29,9,0.0,16.2099
211,CA-2017-135860,20171201,JH-15985,OFF-ST-10001522,LOC00081,Standard Class,91.99,1,0.0,3.6796
212,CA-2015-101007,20150209,MS-17980,TEC-AC-10001266,LOC00078,Second Class,20.8,2,0.2,6.5
213,CA-2015-146262,20150102,VW-21775,OFF-LA-10004544,LOC00082,Standard Class,23.68,2,0.2,8.88
214,CA-2015-146262,20150102,VW-21775,FUR-BO-10004695,LOC00082,Standard Class,452.45,5,0.5,-244.323
215,CA-2015-146262,20150102,VW-21775,TEC-PH-10002844,LOC00082,Standard Class,62.982,3,0.4,-14.6958
216,CA-2015-146262,20150102,VW-21775,TEC-MA-10000864,LOC00082,Standard Class,1188.0,9,0.7,-950.4
217,CA-2015-146262,20150102,VW-21775,TEC-AC-10000109,LOC00082,Standard Class,89.584,2,0.2,4.4792
218,CA-2016-130162,20161028,JH-15910,OFF-ST-10001328,LOC00004,Standard Class,93.06,6,0.0,26.0568
219,CA-2016-130162,20161028,JH-15910,TEC-PH-10002563,LOC00004,Standard Class,302.376,3,0.2,22.6782
220,CA-2015-169397,20151224,JB-15925,OFF-FA-10000585,LOC00083,First Class,5.584,2,0.2,1.8148
221,CA-2015-169397,20151224,JB-15925,OFF-PA-10004000,LOC00083,First Class,22.704,6,0.2,8.2302
222,CA-2015-169397,20151224,JB-15925,OFF-BI-10002852,LOC00083,First Class,19.776,4,0.7,-13.8432
223,CA-2015-169397,20151224,JB-15925,FUR-FU-10000087,LOC00083,First Class,72.704,4,0.2,19.0848
224,CA-2015-169397,20151224,JB-15925,TEC-MA-10001148,LOC00083,First Class,479.988,4,0.7,-383.9904
225,CA-2015-169397,20151224,JB-15925,OFF-AR-10001958,LOC00083,First Class,27.168,2,0.2,2.7168
226,CA-2015-163055,20150809,DS-13180,OFF-AR-10001026,LOC00084,Standard Class,2.2,1,0.0,0.968
227,CA-2015-163055,20150809,DS-13180,FUR-TA-10003748,LOC00084,Standard Class,622.45,5,0.0,136.939
228,CA-2015-163055,20150809,DS-13180,OFF-ST-10002485,LOC00084,Standard Class,21.98,1,0.0,0.2198
229,US-2015-145436,20150228,VD-21670,FUR-CH-10004860,LOC00085,Standard Class,161.568,2,0.2,-28.2744
230,US-2015-145436,20150228,VD-21670,FUR-CH-10004477,LOC00085,Standard Class,389.696,8,0.2,43.8408
231,US-2014-156216,20140913,EA-14035,OFF-BI-10001679,LOC00044,Standard Class,18.648,7,0.7,-12.432
232,US-2017-100930,20170407,CS-12400,FUR-TA-10001705,LOC00086,Standard Class,233.86,2,0.45,-102.048
233,US-2017-100930,20170407,CS-12400,FUR-TA-10003473,LOC00086,Standard Class,620.6145,3,0.45,-248.2458
234,US-2017-100930,20170407,CS-12400,OFF-BI-10001679,LOC00086,Standard Class,5.328,2,0.7,-3.552
235,US-2017-100930,20170407,CS-12400,FUR-FU-10004017,LOC00086,Standard Class,258.072,3,0.2,0.0
236,US-2017-100930,20170407,CS-12400,TEC-AC-10003832,LOC00086,Standard Class,617.976,3,0.2,-7.7247
237,CA-2017-160514,20171112,DB-13120,OFF-PA-10002479,LOC00087,Standard Class,10.56,2,0.0,4.752
238,CA-2016-157749,20160604,KL-16645,OFF-PA-10003349,LOC00027,Second Class,25.92,5,0.2,9.396
239,CA-2016-157749,20160604,KL-16645,FUR-FU-10000576,LOC00027,Second Class,419.68,5,0.6,-356.728
